OpCode,Campaign,OLDVideoDirectory,OLDVideoSubdirectory,Vessel,Region,Fjord,Location,SetNo,RepNo,OldSetName,FieldCode,SiteID,SiteID2021,Repeat site from 2021,Reserve,Year,Unit,Camera left,Camera right,Date,Date2,Time in,Time out,Lat deg,Lat min,Long deg,Long min,Depth sounder,Depth sensor,BottomTemp,SST,Wind/sea/â€¦/notes,Bait,Quality,QualityTag,QualityNotes,Comments,Observations,Hapuku,BlackCoral,ToAnnotate,Annotated_date,Annotator,Successful.count,Successful.length,Successful.meancount,Successful.meancount.length,Notes.Success,IDcheck,No.errors,CheckAnnoComments,CheckSpID & MaxN 19/09/2024,Depth,geometry,Name
FLD24_S17_R06_H12-06_LI06_LEFTONLY,FLD24,15_LI_NR_200224,06_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R06,LongIsland_NR_20240220_AM,LI06,LI06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-20T00:00:00Z,20240220,08:32,NA,45,46.669,166,36.771,51,69,12,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,OK,_LEFTONLY,Left videos only,R cam footage is the same as the left cam footage. Files already moved into new directory and measurement file saveds,"Sand/silt, schoolie, hagfish",NA,NA,Done,NA,Odette Howarth,Yes,No,Check,No,Only one video,probably ok,NA,NA,Yes,69,"c(166.61285, -45.7778166666667)",DZ3
FLD24_S18_R01_H12-01_CL01,FLD24,16_CL_NR_200224,01_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R01,CurlewIsland_NR_20240220_MD,CL01,CL01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-20T00:00:00Z,20240220,10:09,NA,45,47.135,166,36.451,38.7,NA,NA,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Boulder, black coral, BCO, 3+ schoolies",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),38.7,"c(166.607516666667, -45.7855833333333)",DZ3
FLD24_S18_R02_H12-02_CL02,FLD24,16_CL_NR_200224,02_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R02,CurlewIsland_NR_20240220_MD,CL02,CL02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-20T00:00:00Z,20240220,11:12,NA,45,47.362,166,36.526,32,42,14,14.9,"Calm, partially overcast, strong outgoing tide",1 kg crushed skipjack tuna,Good,NA,NA,First attempt thwarted by rope hitting rudder; unit retrieved and redeployed at a new site,"Sand/silt, BCO, 2+ carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),42,"c(166.608766666667, -45.7893666666667)",DZ3
FLD24_S18_R03_H12-03_CL03,FLD24,16_CL_NR_200224,03_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R03,CurlewIsland_NR_20240220_MD,CL03,CL03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-20T00:00:00Z,20240220,11:19,NA,45,47.887,166,36.718,36.7,38,14.2,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,Cascade Falls,"Reef/silt, BCO",yes,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,lenticulatus -> griffini,Yes (fixed maxn),38,"c(166.611966666667, -45.7981166666667)",DZ3
FLD24_S18_R04_H12-04_CL04,FLD24,16_CL_NR_200224,04_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R04,CurlewIsland_NR_20240220_MD,CL04,CL04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-20T00:00:00Z,20240220,11:26,NA,45,48.159,166,35.93,18.4,21,14.9,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,MaxN + maxN length = 2hrs. Meancount + meancount length = 45minutes,"Sand/silt with algae and a rock. School of unknown fish observered @ P15:09.64. Blue cod cleaning behaviour @ P34:51.59. In some instances female school sharks were going too fast or not the right portion of body was observed to tell individuals apart (could possibly be a maxN of 3). Sharks were disturbing the sediment which made counts and length measurements difficult at times. Male broadnose sevengill being followed by a trevally at P 50:32.66. Both a mature male and possibly mature female broadnose sevengill where seen in multiple frames together. However, there was no signs of the male following/chasing the female or mating attempts. School of trevally started following male broadnose sevengill for breif periods of time. Juvenile maxN length (J_maxN_length) is the same as maxN length for blue cod",NA,NA,Done,20240422,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,21,"c(166.598833333333, -45.80265)",DZ3
FLD24_S18_R05_H12-05_CL05,FLD24,16_CL_NR_200224,05_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R05,CurlewIsland_NR_20240220_MD,CL05,CL05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-20T00:00:00Z,20240220,11:32,NA,45,48.317,166,35.288,30.4,33,14.7,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, Small unknown fish @ P10:14.18 - sandburrower/fish? label sp. Another unknown fish species @ P15:47.01 - label sp1. School of fish @ P29:07.98. Gemfish/barracuda @ P38:47.46 - label Sp2. Schoo of fast moving elongated silver fish @ 41:42.20. Labelled Sp3. Broadnose sevengill chasing a blue cod @ P42:50.74. 2x hagfish @ P57:19.84",NA,NA,Done,20240222,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,33,"c(166.588133333333, -45.8052833333333)",DZ3
FLD24_S18_R06_H12-06_CL06,FLD24,16_CL_NR_200224,06_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R06,CurlewIsland_NR_20240220_MD,CL06,CL06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-20T00:00:00Z,20240220,11:40,NA,45,47.639,166,35.938,65,68,11.8,15.1,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, schoolie",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,lenticulatus -> griffini,Yes,68,"c(166.598966666667, -45.7939833333333)",DZ3
FLD24_S19_R01_H12-01_PH01,FLD24,17_PH_NR_200224,01_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R01,PickersgillHarbour_NR_20240220_PM,PH01,PH01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-20T00:00:00Z,20240220,13:25,NA,45,47.668,166,35.445,31.5,NA,NA,15.4,"Calm, partially overcast",1 kg crushed skipjack tuna,OK,NA,NA,NA,"Sand/silt, 7gill, carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn and meancounts),31.5,"c(166.59075, -45.7944666666667)",DZ2
FLD24_S19_R02_H12-02_PH02_TILTEDDOWN,FLD24,17_PH_NR_200224,02_PH_TILTED_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R02,PickersgillHarbour_NR_20240220_PM,PH02,PH02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-20T00:00:00Z,20240220,13:30,NA,45,47.649,166,35.051,33.4,33,14.6,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,OK,_TILTEDDOWN,Tilted downwards but ok,NA,"Sand, boulders, BCO, 7gill",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,ciliaris -> colias,Yes (fixed maxn and meancounts),33,"c(166.584183333333, -45.79415)",DZ2
FLD24_S19_R03_H12-03_PH03,FLD24,17_PH_NR_200224,03_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R03,PickersgillHarbour_NR_20240220_PM,PH03,PH03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-20T00:00:00Z,20240220,13:35,NA,45,47.667,166,35.602,38.1,42,13.9,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, BCO, schoolie",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),42,"c(166.593366666667, -45.79445)",DZ2
FLD24_S19_R04_H12-04_PH04,FLD24,17_PH_NR_200224,04_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R04,PickersgillHarbour_NR_20240220_PM,PH04,PH04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-20T00:00:00Z,20240220,13:47,NA,45,47.018,166,34.981,30.2,32,14.6,15.4,"Calm, partially overcast, little swell",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Shell, BCO,",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn and meancounts),32,"c(166.583016666667, -45.7836333333333)",DZ2
FLD24_S19_R05_H12-05_PH05_RIGHTTORCHFAIL,FLD24,17_PH_NR_200224,05_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R05,PickersgillHarbour_NR_20240220_PM,PH05,PH05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-20T00:00:00Z,20240220,14:00,NA,45,46.914,166,36.005,79.9,81,11.7,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,_RIGHTTORCHFAIL,Right torch failed but ok,Closer to group 17 (Long Island),"Sand/silt, sea perch, schoolie, hagfish",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,Random meancount frames,yes,NA,lenticulatus -> griffini,Yes (fixed maxn and meancounts),81,"c(166.600083333333, -45.7819)",DZ2
FLD24_S19_R06_H12-06_PH06,FLD24,17_PH_NR_200224,06_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R06,PickersgillHarbour_NR_20240220_PM,PH06,PH06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-20T00:00:00Z,20240220,14:08,NA,45,47.452,166,36.124,78.7,79,11.7,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,Closer to group 18,"Sand/silt/rock, many sea pens, 7gill, BCO, carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,miles removed (it was a seapen),Yes (fixed maxn and meancounts),79,"c(166.602066666667, -45.7908666666667)",DZ3
FLD24_S20_R01_H12-01_DC01,FLD24,18_DC_NR_210224,01_DC_NR_210224_AM,Southern Winds,Fiordland,Dusky Sound,Duck Cove,S20,R01,DuckCove_NR_20240221_AM,DC01,DC01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-21T00:00:00Z,20240221,10:05,NA,45,44.818,166,39.4,25,NA,NA,15,"Calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,Whiteboard mentions Coromarant Cove BRUV 6 20/02/24While film crew were fluffing about.,"Reef/sand, Male and female spottys as well as juvenile and adult gilded and scralet wrasse. Large tarakihi chasing smaller one @ P14:27:07. School of butterfly perch in background @ P50:06:00. For blue cod AD_maxN_length = maxN_length",NA,NA,Done,20240417,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,25,"c(166.656666666667, -45.7469666666667)",DZ3
FLD24_S21_R01_H12-01_ES01,FLD24,19_ES_NR_210224,01_ES_NR_210224_PM,Southern Winds,Fiordland,Dusky Sound,Earshell Cove,S21,R01,EarshellCove_NR_20240221_PM,ES01,ES01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-21T00:00:00Z,20240221,16:28,NA,45,43.485,166,35.366,31.2,NA,NA,16.3,"Calm, 5-10 kt, sunny",1 kg crushed skipjack tuna,Good,NA,NA,NA,Opalfish,NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,bachus -> monopterygius,Yes,31.2,"c(166.589433333333, -45.72475)",DZ2
FLD24_S21_R02_H12-02_ES02,FLD24,19_ES_NR_210224,02_ES_NR_210224_PM,Southern Winds,Fiordland,Dusky Sound,Earshell Cove,S21,R02,EarshellCove_NR_20240221_PM,ES02,ES02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-21T00:00:00Z,20240221,16:33,NA,45,43.607,166,35.055,41.4,48,12.3,16.5,"Calm, 5-10 kt, sunny",1 kg crushed skipjack tuna,Good,NA,NA,NA,Black coral,NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes,48,"c(166.58425, -45.7267833333333)",DZ2
FLD24_S21_R03_H12-03_ES03,FLD24,19_ES_NR_210224,03_ES_NR_210224_PM,Southern Winds,Fiordland,Dusky Sound,Earshell Cove,S21,R03,EarshellCove_NR_20240221_PM,ES03,ES03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-21T00:00:00Z,20240221,16:40,NA,45,43.87,166,34.661,17,21,14.3,16.6,"Calm, 5-10 kt, sunny",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/red algae, BCO, kingfish, schoolie",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,cinctus -> N. cinctus,Yes (fixed maxn),21,"c(166.577683333333, -45.7311666666667)",DZ2
FLD24_S21_R04_H12-04_ES04,FLD24,19_ES_NR_210224,04_ES_NR_210224_PM,Southern Winds,Fiordland,Dusky Sound,Earshell Cove,S21,R04,EarshellCove_NR_20240221_PM,ES04,ES04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-21T00:00:00Z,20240221,16:51,NA,45,44.312,166,34.204,22,46,12,16.4,"Calm, 5-10 kt, sunny",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt/shell, BCO, black coral, sea pens? 7gill, schoolie",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),46,"c(166.570066666667, -45.7385333333333)",DZ2
FLD24_S21_R05_H12-05_ES05,FLD24,19_ES_NR_210224,05_ES_NR_210224_PM,Southern Winds,Fiordland,Dusky Sound,Earshell Cove,S21,R05,EarshellCove_NR_20240221_PM,ES05,ES05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-21T00:00:00Z,20240221,17:01,NA,45,44.592,166,34.412,68,60,11.9,16.3,"Calm, 5-10 kt, sunny",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, very little, opalfish",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes,60,"c(166.573533333333, -45.7432)",DZ2
FLD24_S21_R06_H12-06_ES06_LEFTTORCHFAIL,FLD24,19_ES_NR_210224,06_ES_TORCHFAILLEFT_NR_210224_PM,Southern Winds,Fiordland,Dusky Sound,Earshell Cove,S21,R06,EarshellCove_NR_20240221_PM,ES06,ES06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-21T00:00:00Z,20240221,17:19,NA,45,44.862,166,34.558,52.7,NA,NA,16.3,"Calm, 5-10 kt, sunny",1 kg crushed skipjack tuna,OK,_LEFTTORCHFAIL,Left torch fail,NA,"Boulder, BCO",NA,NA,Done,NA,Odette Howarth,Yes,No,Check,No,Only one video,probably ok,NA,NA,Yes,52.7,"c(166.575966666667, -45.7477)",DZ2
FLD24_S22_R01_H12-01_OF01,FLD24,20_OF_NR_220224,01_OF_NR_220224_AM,Southern Winds,Fiordland,Dusky Sound,Outer Five Fingers,S22,R01,FiveFingers_NR_20240222_AM,OF01,OF01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-22T00:00:00Z,20240222,08:09,NA,45,43.136,166,29.391,34,NA,NA,15.7,"5-10 kt, slight swell, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Good vis, 3 school sharks, tarakihi, blue cod, cray",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),34,"c(166.48985, -45.7189333333333)",DZ1
FLD24_S22_R02_H12-02_OF02,FLD24,20_OF_NR_220224,02_OF_NR_220224_AM,Southern Winds,Fiordland,Dusky Sound,Outer Five Fingers,S22,R02,FiveFingers_NR_20240222_AM,OF02,OF02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-22T00:00:00Z,20240222,08:15,NA,45,43.431,166,29.035,43,44,12.1,15.7,"5-10 kt, slight swell, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/rubble. All blue cod scared off @ P21:35.49 - reason unknown. For blue cod, AD_MaxN_length = meancount 50:00:00 length",NA,NA,Done,20240419,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,44,"c(166.483916666667, -45.72385)",DZ1
FLD24_S22_R03_H12-03_OF03,FLD24,20_OF_NR_220224,03_OF_NR_220224_AM,Southern Winds,Fiordland,Dusky Sound,Outer Five Fingers,S22,R03,FiveFingers_NR_20240222_AM,OF03,OF03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-22T00:00:00Z,20240222,08:21,NA,45,43.673,166,28.573,22.9,25,12.6,15.7,"5-10 kt, slight swell, overcast",1 kg crushed skipjack tuna,Good,NA,NA,Only one R video,"Rubble with algae. Good visibility. Camera swamped with blue cod at start of transect primarily juveniles. 7 individual school sharks identified, maxN=7. Most observed at any one go was 5. Two rig spotted in the transect, unknown if same individual or not.. Kingfish @ P13:22.27. School of small fish @ P17:19.84. Blue moki @ P29:01.91. J_maxN_length and maxN_length are the same for juvenile blue cod",NA,NA,Done,20240405,Alex Burton/Odette Howarth,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes (fixed maxn),25,"c(166.476216666667, -45.7278833333333)",DZ1
FLD24_S22_R04_H12-04_OF04,FLD24,20_OF_NR_220224,04_OF_NR_220224_AM,Southern Winds,Fiordland,Dusky Sound,Outer Five Fingers,S22,R04,FiveFingers_NR_20240222_AM,OF04,OF04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-22T00:00:00Z,20240222,08:28,NA,45,43.915,166,28.275,35,34,12.3,15.7,"5-10 kt, slight swell, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Good vis, 3 school sharks, tarakihi, blue cod",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),34,"c(166.47125, -45.7319166666667)",DZ1
FLD24_S22_R05_H12-06_OF05_OBSCURED,FLD24,20_OF_NR_220224,05_OF_NR_220224_AM,Southern Winds,Fiordland,Dusky Sound,Outer Five Fingers,S22,R05,FiveFingers_NR_20240222_AM,OF05,OF05,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-22T00:00:00Z,20240222,08:35,NA,45,44.035,166,27.902,15,17,13.5,15.7,"5-10 kt, slight swell, overcast",1 kg crushed skipjack tuna,OK,_OBSCURED,Obscured by kelp,NA,Too kelpy,NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,luculentus -> fucicola,Yes (fixed maxn),17,"c(166.465033333333, -45.7339166666667)",DZ1
FLD24_S22_R06_H12-05_OF06,FLD24,20_OF_NR_220224,06_OF_NR_220224_AM,Southern Winds,Fiordland,Dusky Sound,Outer Five Fingers,S22,R06,FiveFingers_NR_20240222_AM,OF06,OF06,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-22T00:00:00Z,20240222,08:46,NA,45,44.326,166,27.586,31.2,31,12.7,15.7,"5-10 kt, slight swell, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Good vis, 7gill, schoolie, kingfish",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),31,"c(166.459766666667, -45.7387666666667)",DZ1
FLD24_S23_R01_H12-01_FH01_TILTEDDOWN,FLD24,21_FH_NR_220224,01_FH_NR_220224_MID,Southern Winds,Fiordland,Dusky Sound,Fixed Head,S23,R01,FixedHead_NR_20240222_MD,FH01,FH01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-22T00:00:00Z,20240222,10:37,NA,45,45.762,166,35.224,25,NA,NA,15.7,"5kt, calm, overcast",1 kg crushed skipjack tuna,OK,_TILTEDDOWN,Tilted downwards but ok,NA,"Downward facing, rocky reef with rubble. 2x black coral seen? Other coral types present as well. Multiple yellowback triplefins spotted @ P28:13.83. Blue cod attacked one of the crayfish @ P28:24.30. MaxN for blue cod same as AD_MaxN",NA,yes,Done,20240417,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,25,"c(166.587066666667, -45.7627)",DZ2
FLD24_S23_R02_H12-02_FH02,FLD24,21_FH_NR_220224,02_FH_NR_220224_MID,Southern Winds,Fiordland,Dusky Sound,Fixed Head,S23,R02,FixedHead_NR_20240222_MD,FH02,FH02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-22T00:00:00Z,20240222,10:46,NA,45,45.286,166,36.497,44,45,12.2,15.7,"5kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,Black coral,NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes,45,"c(166.608283333333, -45.7547666666667)",DZ2
FLD24_S23_R03_H12-03_FH03,FLD24,21_FH_NR_220224,03_FH_NR_220224_MID,Southern Winds,Fiordland,Dusky Sound,Fixed Head,S23,R03,FixedHead_NR_20240222_MD,FH03,FH03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-22T00:00:00Z,20240222,10:51,NA,45,44.96,166,36.86,17,18,14.7,15.7,"5kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Red algae, lots of tarakihi, blue cod, 2 x school shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn; added M. scaber),18,"c(166.614333333333, -45.7493333333333)",DZ2
FLD24_S23_R04_H12-04_DC02,FLD24,18_DC_NR_210224,02_DC_NR_220224_MID,Southern Winds,Fiordland,Dusky Sound,Duck Cove,S23,R04,DuckCove_NR_20240222_MD,FH04,DC02,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-22T00:00:00Z,20240222,11:05,NA,45,44.553,166,39.188,42,46,12,16,"No wind, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,Odette used DC04 videos instead. DC02 videos now completed by Alex,"Rocky reef with black coral, S. ericopsis (tree hydroid), and other cndairans (unidentified, possibly some stony corals). Attempted predation of oblique swimming triplefins by a sea perch. Blue cod were also seen chasing scarlet wrasse on multiple occasions",NA,yes,Done,20240627,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,46,"c(166.653133333333, -45.74255)",DZ3
FLD24_S23_R05_H12-05_DC03_OBSCURED,FLD24,18_DC_NR_210224,03_DC_NR_220224_MID,Southern Winds,Fiordland,Dusky Sound,Duck Cove,S23,R05,DuckCove_NR_20240222_MD,FH05,DC03,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-22T00:00:00Z,20240222,11:09,NA,45,44.815,166,39.123,14,17,14.7,16,"No wind, calm, overcast",1 kg crushed skipjack tuna,OK,_OBSCURED,Obscured by kelp,NA,Obscured by kelp,NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),17,"c(166.65205, -45.7469166666667)",DZ3
FLD24_S23_R06_H12-06_DC04,FLD24,18_DC_NR_210224,04_DC_NR_220224_MID,Southern Winds,Fiordland,Dusky Sound,Duck Cove,S23,R06,DuckCove_NR_20240222_MD,FH06,DC04,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-22T00:00:00Z,20240222,11:13,NA,45,44.928,166,39.482,42,45,12.1,16,"No wind, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,In DC folder,Red banded perch,NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,bachus -> barbata,Yes (fixed maxn),45,"c(166.658033333333, -45.7488)",DZ3
FLD24_S24_R01_H12-01_BW01,FLD24,22_BW_NR_220224,01_BW_NR_220224_PM,Southern Winds,Fiordland,Dusky Sound,Bowen Channel,S24,R01,BowenChannel_NR_20240222_PM,BW01,BW01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-22T00:00:00Z,20240222,12:49,NA,45,44.383,166,41.826,32.8,NA,NA,16,"10 kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,Obscured by black coral but OK,NA,"Black coral, girdled wrasse, crayfish",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes,32.8,"c(166.6971, -45.7397166666667)",DZ3
FLD24_S24_R02_H12-02_BW02,FLD24,22_BW_NR_220224,02_BW_NR_220224_PM,Southern Winds,Fiordland,Dusky Sound,Bowen Channel,S24,R02,BowenChannel_NR_20240222_PM,BW02,BW02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-22T00:00:00Z,20240222,12:59,NA,45,43.81,166,42.544,44,53,12,16,"10 kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,7gill,NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes,53,"c(166.709066666667, -45.7301666666667)",DZ3
FLD24_S24_R03_H12-03_BW03,FLD24,22_BW_NR_220224,03_BW_NR_220224_PM,Southern Winds,Fiordland,Dusky Sound,Bowen Channel,S24,R03,BowenChannel_NR_20240222_PM,BW03,BW03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-22T00:00:00Z,20240222,13:03,NA,45,43.773,166,42.918,30,36,12.3,16,"10-15 kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Black coral, sponges",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,0,NA,Yes,36,"c(166.7153, -45.72955)",DZ3
FLD24_S24_R04_H12-04_BW04,FLD24,22_BW_NR_220224,04_BW_NR_220224_PM,Southern Winds,Fiordland,Dusky Sound,Bowen Channel,S24,R04,BowenChannel_NR_20240222_PM,BW04,BW04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-22T00:00:00Z,20240222,13:07,NA,45,43.658,166,43.576,9.5,20,14.3,16.3,"10-15 kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Rocky reef, red algal cover with brown algae towards ledge. Both male and female spotty's observed as well as juvenile and adult scarlet wrasse. Unknown monochanid @ P19:47.59 - M.scaber? School of trevally @ P19:59.77 >37 fish. AD_maxN for blue code same as maxN.",NA,NA,Done,20240419,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,20,"c(166.726266666667, -45.7276333333333)",DZ3
FLD24_S24_R05_H12-05_BW05_TILTEDDOWN,FLD24,22_BW_NR_220224,05_BW_NR_220224_PM,Southern Winds,Fiordland,Dusky Sound,Bowen Channel,S24,R05,BowenChannel_NR_20240222_PM,BW05,BW05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-22T00:00:00Z,20240222,13:14,NA,45,44.166,166,43.432,50,51,12,16.3,"10-15 kt, calm, overcast",1 kg crushed skipjack tuna,OK,_TILTEDDOWN,Tilted downwards but ok,NA,"Tilted downwards, red cod, carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn tarakihi),51,"c(166.723866666667, -45.7361)",DZ3
FLD24_S24_R06_H12-06_BW06,FLD24,22_BW_NR_220224,06_BW_NR_220224_PM,Southern Winds,Fiordland,Dusky Sound,Bowen Channel,S24,R06,BowenChannel_NR_20240222_PM,BW06,BW06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-22T00:00:00Z,20240222,13:19,NA,45,44.413,166,43.338,22,22,14.3,16.3,"10-15 kt, calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Good vis, pretty",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,1,monopterygius -> flavonigrum,Yes,22,"c(166.7223, -45.7402166666667)",DZ3
